0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0.11538461538461542,0.15384615384615374,0.11538461538461564,0.1200000000000001,0.1200000000000001,0.12500000000000022,0.1200000000000001,0.1250000000000001,0.1250000000000001,0.1304347826086958,0.0869565217391306,0.13043478260869568,0.13043478260869568,0.13636363636363624,0.09523809523809512,0.09523809523809512,0.1428571428571428,0.1428571428571428,0.09999999999999987,0.09999999999999987,0.10526315789473673,0.1499999999999999,0.10526315789473695,0.10526315789473695,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.11764705882352944,0.11764705882352944,0.125,0.0625,0.125,0.125,0.1333333333333333,0.06666666666666665,0.0714285714285714,0.1333333333333333,0.1428571428571428,0.0714285714285714,0.0769230769230771,0.0769230769230771,0.15384615384615397,0.08333333333333326,0.08333333333333326,0.09090909090909083,0.16666666666666652,0.09090909090909105,0.09090909090909105,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.11111111111111116,0.11111111111111116,0.0990990990990992,0.11111111111111094,0.125,0.125,0.0,0.11538461538461542,0.12121212121212122,0.16245597900224662,0.1675712400572309,0.14335443151888516,0.15316693509628643,0.16399212112866612,0.173298132060141,0.14663192762917676,0.15601986143766833,0.11436048844642033,0.12473998604170078
0.3076923076923077,0.34615384615384603,0.34615384615384603,0.32000000000000006,0.32000000000000006,0.29166666666666674,0.3200000000000003,0.33333333333333337,0.29166666666666685,0.30434782608695654,0.30434782608695654,0.30434782608695643,0.30434782608695643,0.3181818181818181,0.33333333333333326,0.2857142857142856,0.33333333333333326,0.33333333333333326,0.30000000000000004,0.30000000000000004,0.3157894736842106,0.3500000000000001,0.3157894736842106,0.3157894736842106,0.3333333333333335,0.2777777777777777,0.33333333333333326,0.3529411764705881,0.2941176470588234,0.3125,0.3125,0.3125,0.3125,0.33333333333333326,0.26666666666666683,0.2857142857142858,0.3333333333333335,0.2857142857142856,0.2857142857142856,0.30769230769230793,0.23076923076923084,0.3076923076923077,0.33333333333333326,0.24999999999999978,0.2727272727272725,0.33333333333333304,0.2727272727272727,0.2727272727272727,0.30000000000000004,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.22222222222222232,0.22222222222222232,0.32432432432432434,0.22222222222222232,0.25,0.25,0.1428571428571428,0.3076923076923077,0.4545454545454546,0.36231731591894845,0.36990248730492736,0.3827885922329676,0.35775212701659653,0.3684059813859055,0.3421200139042312,0.352768934714354,0.3665309298535644,0.26343098103448515,0.2755787230023339
0.1923076923076925,0.1923076923076923,0.1923076923076923,0.19999999999999996,0.19999999999999996,0.16666666666666674,0.19999999999999996,0.20833333333333337,0.20833333333333337,0.17391304347826098,0.17391304347826098,0.21739130434782605,0.17391304347826086,0.18181818181818188,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19999999999999996,0.19999999999999996,0.1578947368421053,0.19999999999999996,0.21052631578947367,0.1578947368421051,0.16666666666666652,0.16666666666666652,0.2222222222222221,0.17647058823529416,0.17647058823529416,0.1875,0.1875,0.1875,0.1875,0.19999999999999996,0.1333333333333333,0.1428571428571428,0.19999999999999996,0.2142857142857142,0.1428571428571428,0.15384615384615374,0.15384615384615374,0.15384615384615397,0.16666666666666652,0.16666666666666652,0.18181818181818166,0.16666666666666652,0.18181818181818188,0.18181818181818188,0.10000000000000009,0.10000000000000009,0.20000000000000018,0.20000000000000018,0.11111111111111116,0.11111111111111116,0.21171171171171177,0.11111111111111094,0.125,0.125,0.1428571428571428,0.1923076923076925,0.21212121212121215,0.24238378389233317,0.2120167739738218,0.2245892107232489,0.2338742540729445,0.2458322029989246,0.2200448582218376,0.22947771171148423,0.2397401046806309,0.1738760542857135,0.15091072561126695
0.23076923076923084,0.23076923076923084,0.23076923076923084,0.24,0.24,0.20833333333333326,0.24,0.2500000000000001,0.20833333333333337,0.21739130434782616,0.21739130434782616,0.21739130434782605,0.21739130434782605,0.2272727272727273,0.23809523809523814,0.19047619047619047,0.23809523809523814,0.23809523809523814,0.19999999999999996,0.19999999999999996,0.21052631578947367,0.25,0.21052631578947367,0.21052631578947367,0.2222222222222221,0.16666666666666652,0.2222222222222221,0.23529411764705865,0.23529411764705865,0.1875,0.1875,0.25,0.25,0.19999999999999996,0.19999999999999996,0.2142857142857142,0.2666666666666666,0.2142857142857142,0.2142857142857142,0.23076923076923084,0.23076923076923084,0.23076923076923062,0.24999999999999978,0.24999999999999978,0.2727272727272725,0.25,0.2727272727272727,0.2727272727272727,0.30000000000000004,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.22222222222222232,0.22222222222222232,0.32432432432432434,0.3333333333333335,0.25,0.25,0.2857142857142856,0.23076923076923084,0.181818181818182,0.26122753102915264,0.2327236437508361,0.24532813879285065,0.2551207314797116,0.26625343569247195,0.2411975059721082,0.25214166322068,0.26321535669652074,0.22473592109440077,0.2006098952027613
0.4615384615384617,0.4615384615384617,0.4615384615384617,0.48,0.43999999999999995,0.4583333333333335,0.4800000000000002,0.45833333333333337,0.45833333333333337,0.43478260869565233,0.43478260869565233,0.4782608695652174,0.4347826086956522,0.4545454545454546,0.4761904761904763,0.4285714285714286,0.47619047619047605,0.47619047619047605,0.4500000000000002,0.4500000000000002,0.42105263157894735,0.44999999999999996,0.4736842105263157,0.42105263157894735,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.47058823529411775,0.47058823529411775,0.4375,0.4375,0.5,0.4375,0.4666666666666668,0.4666666666666668,0.4285714285714284,0.46666666666666656,0.4999999999999998,0.4285714285714284,0.46153846153846145,0.46153846153846145,0.4615384615384617,0.5,0.5,0.4545454545454546,0.5,0.5454545454545456,0.4545454545454546,0.5,0.5,0.5,0.5,0.5555555555555556,0.4444444444444444,0.5495495495495495,0.5555555555555556,0.5,0.5,0.4285714285714288,0.4615384615384617,0.39393939393939403,0.44075645651687434,0.41663892567156846,0.42865230641761254,0.4417734680844506,0.4178387687518894,0.43264700209939455,0.445828657876448,0.42145288043050444,0.46446596725958866,0.44050997252268
0.6153846153846154,0.6538461538461537,0.6153846153846154,0.6399999999999999,0.6399999999999999,0.625,0.6400000000000001,0.6249999999999999,0.6249999999999999,0.6521739130434783,0.6086956521739133,0.6521739130434784,0.6521739130434784,0.6363636363636362,0.6666666666666667,0.6190476190476191,0.6666666666666665,0.6190476190476188,0.6500000000000001,0.6000000000000001,0.631578947368421,0.6499999999999999,0.631578947368421,0.631578947368421,0.6111111111111112,0.6111111111111112,0.6666666666666667,0.6470588235294117,0.6470588235294117,0.625,0.625,0.625,0.625,0.6000000000000001,0.6000000000000001,0.6428571428571428,0.5999999999999999,0.6428571428571428,0.5714285714285714,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6666666666666667,0.5833333333333333,0.6363636363636362,0.5833333333333333,0.6363636363636365,0.6363636363636365,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6666666666666667,0.5555555555555556,0.6621621621621621,0.5555555555555556,0.625,0.5,0.5714285714285712,0.6153846153846154,0.696969696969697,0.6399606682439382,0.65436304055381,0.6311099165089405,0.6478667411697147,0.6611158218627025,0.6411339655966627,0.6583715711880936,0.6351550723302399,0.543237059419193,0.5551363781825749
0.11538461538461542,0.15384615384615374,0.15384615384615374,0.15999999999999992,0.15999999999999992,0.12500000000000022,0.16000000000000014,0.16666666666666685,0.16666666666666685,0.1304347826086958,0.1304347826086958,0.17391304347826086,0.17391304347826086,0.13636363636363624,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1499999999999999,0.1499999999999999,0.10526315789473673,0.1499999999999999,0.1578947368421051,0.1578947368421051,0.11111111111111116,0.11111111111111116,0.16666666666666674,0.17647058823529416,0.11764705882352944,0.125,0.125,0.1875,0.125,0.1333333333333333,0.1333333333333333,0.0714285714285714,0.1333333333333333,0.1428571428571428,0.1428571428571428,0.0769230769230771,0.0769230769230771,0.15384615384615397,0.16666666666666652,0.08333333333333326,0.09090909090909083,0.16666666666666652,0.18181818181818188,0.09090909090909105,0.10000000000000009,0.10000000000000009,0.20000000000000018,0.10000000000000009,0.11111111111111116,0.11111111111111116,0.21171171171171177,0.11111111111111094,0.125,0.125,0.1428571428571428,0.11538461538461542,0.12121212121212122,0.0247229695992347,0.027252942752107767,0.03809521219797196,0.04573899454103647,0.05542964911713,0.03153700529718817,0.03955381207240194,0.04791736632444066,0.27562373773400883,0.2877324061473614
0.34615384615384626,0.3846153846153846,0.3846153846153846,0.3999999999999999,0.3599999999999999,0.375,0.40000000000000013,0.3750000000000001,0.3750000000000001,0.39130434782608714,0.34782608695652195,0.39130434782608703,0.39130434782608703,0.36363636363636354,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.3999999999999999,0.34999999999999987,0.368421052631579,0.3999999999999999,0.368421052631579,0.368421052631579,0.38888888888888906,0.3333333333333335,0.38888888888888884,0.41176470588235303,0.3529411764705881,0.375,0.375,0.375,0.375,0.3999999999999999,0.33333333333333326,0.357142857142857,0.3333333333333335,0.3571428571428572,0.3571428571428572,0.3846153846153848,0.30769230769230793,0.3846153846153848,0.41666666666666674,0.33333333333333326,0.36363636363636354,0.4166666666666665,0.36363636363636354,0.36363636363636354,0.3999999999999999,0.30000000000000004,0.40000000000000013,0.40000000000000013,0.33333333333333326,0.33333333333333326,0.4369369369369369,0.4444444444444444,0.375,0.375,0.2857142857142856,0.34615384615384626,0.3030303030303031,0.3439876456917189,0.35031943610921956,0.36309236338596806,0.37563799429886,0.3516775930452871,0.36357651324493057,0.37583854071854195,0.351885915060157,0.3517838966012653,0.3656536546391618
0.11538461538461542,0.15384615384615374,0.15384615384615374,0.1200000000000001,0.1200000000000001,0.12500000000000022,0.16000000000000014,0.16666666666666685,0.1250000000000001,0.1304347826086958,0.1304347826086958,0.17391304347826086,0.13043478260869568,0.13636363636363624,0.1428571428571428,0.09523809523809512,0.1428571428571428,0.1428571428571428,0.1499999999999999,0.09999999999999987,0.10526315789473673,0.1499999999999999,0.1578947368421051,0.10526315789473695,0.11111111111111116,0.11111111111111116,0.16666666666666674,0.17647058823529416,0.11764705882352944,0.125,0.125,0.1875,0.125,0.1333333333333333,0.1333333333333333,0.1428571428571428,0.1333333333333333,0.1428571428571428,0.1428571428571428,0.15384615384615374,0.0769230769230771,0.15384615384615397,0.16666666666666652,0.16666666666666652,0.09090909090909083,0.16666666666666652,0.18181818181818188,0.18181818181818188,0.10000000000000009,0.10000000000000009,0.20000000000000018,0.20000000000000018,0.11111111111111116,0.11111111111111116,0.21171171171171177,0.22222222222222232,0.25,0.125,0.1428571428571428,0.11538461538461542,0.12121212121212122,0.1659786869218649,0.17018522753210918,0.18185206699367662,0.15407273976780655,0.1648200628288239,0.17480761965517289,0.18375438798686095,0.1930091223346968,0.11083242922317704,0.12214140382289629
0.8846153846153848,0.9230769230769229,0.8846153846153848,0.9199999999999999,0.8799999999999997,0.9166666666666665,0.8800000000000001,0.9166666666666666,0.8750000000000001,0.9130434782608698,0.8695652173913044,0.9130434782608695,0.8695652173913045,0.9090909090909092,0.9047619047619047,0.9047619047619047,0.9047619047619047,0.9047619047619047,0.9000000000000001,0.9000000000000001,0.894736842105263,0.8500000000000001,0.8947368421052633,0.8421052631578947,0.8888888888888888,0.8333333333333335,0.8888888888888888,0.8823529411764703,0.8823529411764703,0.875,0.875,0.875,0.875,0.9333333333333336,0.8666666666666667,0.8571428571428568,0.8666666666666665,0.857142857142857,0.857142857142857,0.9230769230769229,0.8461538461538458,0.8461538461538465,0.9166666666666667,0.8333333333333333,0.9090909090909092,0.833333333333333,0.909090909090909,0.8181818181818181,0.8999999999999999,0.7999999999999998,0.8999999999999999,0.8000000000000003,0.8888888888888891,0.7777777777777779,0.8873873873873872,0.7777777777777777,0.875,0.75,0.8571428571428572,0.8846153846153848,0.9090909090909092,0.7859553595203005,0.8002338572025648,0.7804702960908091,0.7996570584816495,0.7779107387126032,0.7965359758824392,0.7797168594070641,0.7982303752417139,0.888399170952992,0.9052815819429698
